Ticker,Name,Price,Dividend Yield,Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
HIIQ,"Health Insurance Innovations, Inc.",28.08,N/A,386.185332,23.38,N/A,1.726845278
HL,Hecla Mining Co.,2.91,0.003174603,1560.951,-14.17,-0.048685492,-0.52211483
HLI,"Houlihan Lokey, Inc.",57.11,0.021123042,3861.209588,20.79,0.436744795,1.10049845
HLIO,"Helios Technologies, Inc.",46.28,0.007952286,1450.63188,23.54,0.183159501,2.175697733
HLIT,"Harmonic, Inc.",6.835,N/A,620.15625,-96.75,N/A,0.7199207
HLNE,"Hamilton Lane, Inc.",72.57,0.014253332,3776.689278,41.04,0.58698727,1.03880921
HLX,"Helix Energy Solutions Group, Inc.",8.73,N/A,1299.10257,36.06,N/A,1.862179884
HMHC,Houghton Mifflin Harcourt Co.,6.32,N/A,745.986,-4.45,N/A,0.668141251
HMN,Horace Mann Educators Corp.,43.83,0.026124489,1814.5044,N/A,N/A,0.973393419
HMST,"HomeStreet, Inc.",33.06,0.004596997,779.560067,19.95,0.090590651,0.993655902
HMSY,HMS Holdings Corp.,28.18,N/A,2504.62614,23.29,N/A,0.927141267
HMTV,"Hemisphere Media Group, Inc.",13.89,N/A,561.679393,-124.91,N/A,0.859723858
HNGR,"Hanger, Inc.",24.72,N/A,947.63844,69.73,N/A,0.816613137
HNI,HNI Corp.,38.08,0.031720856,1620.03192,17.28,0.544514021,1.230362244
HNRG,Hallador Energy Co.,1.35,0.112676056,42.95358,16.44,1.963190184,1.052731762
HOFT,Hooker Furniture Corp.,22.04,0.027260336,260.55438,10.51,0.286245885,1.054348932
HOMB,"Home Bancshares, Inc. (Arkansas)",19.685,0.025980642,3265.90199,11.42,0.295703601,1.437418519
HOME,"At Home Group, Inc.",6.59,N/A,396.17508,10.68,N/A,1.740315535
HONE,"HarborOne Bancorp, Inc.",11.07,N/A,644.93472,33.71,N/A,0.38000751
HOOK,"HOOKIPA Pharma, Inc.",12.1,N/A,317.352565,N/A,N/A,-0.074258475
HOPE,"Hope Bancorp, Inc.",14.195,0.039575972,1779.46155,10.5,0.414507772,1.230717234
HPR,HighPoint Resources Corp.,1.04,N/A,222.222,1.61,N/A,2.195454194
HQY,"HealthEquity, Inc.",74.1,N/A,5053.6727,84.04,N/A,1.873039986
HR,"Healthcare Realty Trust, Inc.",36.28,0.033204206,4833.21904,172.93,5.719733079,0.348135145
HRI,"Herc Holdings, Inc.",43.7,N/A,1237.04024,27.32,N/A,2.220103003
HRTG,"Heritage Insurance Holdings, Inc.",12.6,0.018897638,375.08688,18.29,0.348432056,0.750486617
HRTX,"Heron Therapeutics, Inc.",21.92,N/A,1964.023215,-8.81,N/A,1.120115644
HSC,Harsco Corp.,15.76,N/A,1129.59696,-42.58,N/A,2.019313761
HSII,"Heidrick & Struggles International, Inc.",28.46,0.020545519,541.1691,11.4,0.232595444,1.27672239
HSKA,Heska Corp.,101.36,N/A,792.27188,199.05,N/A,1.197374606
HSTM,"HealthStream, Inc.",26.12,N/A,859.31212,62.89,N/A,0.725217419
HT,Hersha Hospitality Trust,14.31,0.079942898,540.94011,-24.09,-1.885521886,0.943629848
HTBI,"HomeTrust Bancshares, Inc.",27,0.009221689,478.87104,15.91,0.147344846,0.724690894
HTBK,Heritage Commerce Corp.,11.76,0.04057481,700.336,12.99,0.530562617,1.069685079
HTH,"Hilltop Holdings, Inc.",22.46,0.014178113,2045.7448,9.18,0.130777719,0.904984746
HTLD,"Heartland Express, Inc.",20.045,0.004065041,1614.31104,22.5,0.089877542,0.894064033
HTLF,"Heartland Financial USA, Inc.",50.77,0.01364366,1829.32736,N/A,N/A,1.246815196
HTZ,"Hertz Global Holdings, Inc.",18.75,N/A,2570.98698,-20.44,N/A,1.758594444
HUBG,"Hub Group, Inc.",56.18,N/A,1888.389182,17.46,N/A,0.968227738
HUD,Hudson Ltd.,11.62,N/A,439.870132,46.13,N/A,1.159515182
HURC,"Hurco Cos., Inc.",32.3,0.014724311,219.256884,12.58,0.182936323,0.886493122
HURN,"Huron Consulting Group, Inc.",65.81,N/A,1502.17628,47.52,N/A,0.666444113
HVT,"Haverty Furniture Cos., Inc.",20.42,0.03639941,398.99658,16.35,0.592426547,0.954842035
HWBK,"Hawthorn Bancshares, Inc.",24.03,0.018743462,151.18884,9.34,0.175740474,0.650217544
HWC,Hancock Whitney Corp.,40.8,0.026633785,3536.5277,10.96,0.290143191,1.451894401
HWKN,"Hawkins, Inc.",42.385,0.021811285,448.33122,16.45,0.355816832,1.05067984
HY,"Hyster-Yale Materials Handling, Inc.",56.88,0.022596327,710.912,30.37,0.669976511,1.423598152
HZO,"MarineMax, Inc.",20.78,N/A,441.71352,11.38,N/A,1.058161707
I,Intelsat SA,3.29,N/A,472.35,-0.51,N/A,0.879849974
IBCP,Independent Bank Corp. (Michigan),22.215,0.032432432,499.1004,10.9,0.353930099,1.010657055
IBKC,IBERIABANK Corp.,75.23,0.023363866,3937.27311,10.81,0.252877197,1.206873835
IBOC,International Bancshares Corp.,40.695,0.022609978,2652.78455,12.6,0.284917931,1.329711425
IBP,"Installed Building Products, Inc.",74.49,N/A,2274.98843,34.03,N/A,1.024722469
IBTX,"Independent Bank Group, Inc.",55.11,0.018241518,2354.519,12.32,0.223733667,1.278386825
ICD,"Independence Contract Drilling, Inc.",0.5965,N/A,45.104529,-1.31,N/A,1.808873749
ICFI,"ICF International, Inc.",86.365,0.006413193,1642.57652,23.8,0.154384804,0.748223459
ICHR,Ichor Holdings Ltd.,36.85,N/A,798.5725,77.37,N/A,2.066679272
ICPT,"Intercept Pharmaceuticals, Inc.",96.71,N/A,3106.03437,-8.9,N/A,1.26082963
IDCC,"InterDigital, Inc.",57.62,0.024352061,1789.83617,202.1,4.908835905,1.411880976
IDEX,"Ideanomics, Inc.",0.5431,N/A,42.722242,11.02,N/A,1.349978719
IDT,IDT Corp.,7.98,N/A,210.42588,2046.15,N/A,0.863675874
IESC,"IES Holdings, Inc.",24.96,N/A,526.59225,15.13,N/A,0.563374344
IHC,Independence Holding Co.,42.51,0.008154706,637.362,23.87,0.196507776,0.734626646
III,"Information Services Group, Inc.",3.68,N/A,163.99575,536.23,N/A,1.139417826
IIIN,"Insteel Industries, Inc.",22.05,0.005432322,425.47549,209.78,1.13960114,1.470240982
IIIV,"i3 Verticals, Inc.",31.49,N/A,966.853819,-98.71,N/A,1.059422982
IIN,Intricon Corp.,17.52,N/A,160.21675,-60.19,N/A,1.405989963
IIPR,"Innovative Industrial Properties, Inc.",92.85,0.023547202,1258.875066,64.31,1.509904419,1.497194312
IIVI,"II-VI, Inc.",37.61,N/A,3387.75921,-58.08,N/A,2.044501689
ILPT,Industrial Logistics Properties Trust,23.58,0.055532183,1549.35237,25.94,1.452304984,0.467001255
IMAX,IMAX Corp.,17.77,N/A,1048.68901,35.88,N/A,0.880545448
IMGN,"ImmunoGen, Inc.",5.24,N/A,872.83719,-5.19,N/A,1.360695764
IMKTA,"Ingles Markets, Inc.",35.98,0.018216947,514.21239,9.2,0.16865992,0.59305599
IMMR,Immersion Corp.,7.775,N/A,244.51124,-10.06,N/A,0.886027694
IMMU,"Immunomedics, Inc.",19.445,N/A,4009.33975,-10.42,N/A,1.455256814
IMXI,"International Money Express, Inc.",11.115,N/A,422.26888,21.43,N/A,0.892392984
INBK,First Internet Bancorp,27.53,0.008813808,265.269214,10.91,0.095362975,1.165874657
INDB,Independent Bank Corp. (Massachusetts),76.17,0.023252741,2601.76806,15.11,0.349497597,1.218225606
INFN,Infinera Corp.,8.085,N/A,1424.72764,-3.18,N/A,2.031919857
INGN,"Inogen, Inc.",45.88,N/A,1025.1068,30.79,N/A,1.281784546
INN,"Summit Hotel Properties, Inc.",11.95,0.06132879,1234.6371,19.42,1.169970751,0.840062895
INO,"Inovio Pharmaceuticals, Inc.",3.345,N/A,343.61379,-2.83,N/A,1.072835746
INOV,"Inovalon Holdings, Inc.",21.885,N/A,3311.933178,-386.24,N/A,0.593477953
INS,Intelligent Systems Corp.,40.76,N/A,357.78858,33,N/A,1.315425938
INSE,"Inspired Entertainment, Inc.",6.16,N/A,140.78706,-3.59,N/A,1.124431371
INSG,Inseego Corp.,8.165,N/A,673.43356,-20.06,N/A,1.331029126
INSM,"Insmed, Inc.",31.47,N/A,2750.90176,-8.65,N/A,2.219799057
INSP,"Inspire Medical Systems, Inc.",79.41,N/A,1892.55495,-64.14,N/A,1.029766573
INST,"Instructure, Inc.",47.34,N/A,1821.79834,-21.85,N/A,0.686470232
INSW,"International Seaways, Inc.",21.73,N/A,620.6088,-65.31,N/A,0.85956723
INT,World Fuel Services Corp.,38.63,0.008316008,2516.28416,16.88,0.139835693,1.217086095
INTL,"INTL FCStone, Inc.",51.52,N/A,996.6488,11.81,N/A,1.140576933
INVA,"Innoviva, Inc.",15.015,N/A,1513.10826,9.65,N/A,1.063127707
INWK,"InnerWorkings, Inc.",4.2,N/A,218.9586,-6.17,N/A,0.833965874
IOSP,"Innospec, Inc.",104.71,0.009136372,2547.09408,25.23,0.228943246,1.17256497
IOTS,Adesto Technologies Corp.,7.9,N/A,233.002,-9.07,N/A,1.486267272
IOVA,"Iovance Biotherapeutics, Inc.",23.635,N/A,2945.3913,-17.41,N/A,1.556153704
IPAR,"Inter Parfums, Inc.",68.99,0.015937409,2171.7143,36.01,0.575193474,0.859765304
IPHI,Inphi Corp.,83.93,N/A,3818.63592,-51.95,N/A,1.278937115
IPHS,"Innophos Holdings, Inc.",31.99,0.060018756,629.91509,29.45,1.76730486,0.141747423
IPI,"Intrepid Potash, Inc.",2.24,N/A,283.73765,15.02,N/A,1.013757221
IRBT,iRobot Corp.,53.06,N/A,1483.66208,17.5,N/A,1.446540123
IRDM,"Iridium Communications, Inc.",31.86,N/A,4057.3593,-56.41,N/A,1.978754361
IRET,Investors Real Estate Trust,82.29,0.060960438,1032.690088,N/A,N/A,0.576329273
IRMD,IRadimed Corp.,25.55,N/A,289.8213,30.12,N/A,0.486023308
IRT,"Independence Realty Trust, Inc.",15.8,0.046065259,1434.460552,38.41,1.750547046,0.486221888
IRTC,"iRhythm Technologies, Inc.",87.62,N/A,2358.62016,-41.23,N/A,1.645481961
IRWD,"Ironwood Pharmaceuticals, Inc.",12.47,N/A,1910.04324,-45.76,N/A,1.356197534
ISBC,"Investors Bancorp, Inc. (New Jersey)",11.925,0.036943745,2947.0104,15.98,0.590049618,0.801782167
ISCA,International Speedway Corp.,44.99,0.010891309,N/A,N/A,N/A,N/A
ISRL,"Isramco, Inc.",121.65,N/A,N/A,N/A,N/A,N/A
ISTR,Investar Holding Corp.,23.865,0.009511074,268.705184,14.11,0.135266849,0.811472961
ITCI,"Intra-Cellular Therapies, Inc.",21.69,N/A,1205.91744,-8.08,N/A,0.71856658
ITGR,Integer Holdings Corp.,88,N/A,2843.72658,27.07,N/A,1.233599577
ITI,"Iteris, Inc.",5.835,N/A,233.98848,-26.06,N/A,0.812375843
ITIC,Investors Title Co.,166,0.009815951,307.907,9.94,0.096055712,0.673442971
ITRI,"Itron, Inc.",88.32,N/A,3388.9992,59.77,N/A,1.14858805
IVC,Invacare Corp.,9.19,0.005376344,313.1682,-5.79,-0.031492095,2.345105879
IVR,"Invesco Mortgage Capital, Inc.",17.69,0.100283286,2911.4734,125.64,12.57102273,0.478795869
JACK,"Jack in the Box, Inc.",87.17,0.018399264,2007.77596,23.8,0.437015186,0.431309639
JAG,"Jagged Peak Energy, Inc.",8.23,N/A,1756.45483,10.7,N/A,-0.518278093
JAX,"J. Alexander's Holdings, Inc.",10.07,N/A,150.938328,19.17,N/A,0.497434191
JBSS,"John B. Sanfilippo & Son, Inc.",78.92,0.031978932,910.505289,17.34,0.561636896,0.458802822
JBT,John Bean Technologies Corp.,114.2,0.003518649,3599.90456,28.02,0.098154692,1.653171344
JCAP,"Jernigan Capital, Inc.",20.3,0.069135802,470.474325,10.51,0.724525177,0.318423099
JCOM,"j2 Global, Inc.",95.715,0.009403406,4663.9483,20.97,0.197152245,1.104439177
JCP,"J. C. Penney Co., Inc.",0.7374,N/A,227.261159,-1.07,N/A,1.990754272
JELD,"JELD-WEN Holding, Inc.",25.3,N/A,2468.50314,26.72,N/A,1.344457358
JILL,"J.Jill, Inc.",1.115,1.045454545,48.43806,-0.56,-0.573566085,1.416130689
JJSF,J&J Snack Foods Corp.,171.26,0.012116788,3239.87875,34.19,0.414386708,0.240266547
JNCE,"Jounce Therapeutics, Inc.",6.05,N/A,206.35209,2.59,N/A,1.270758973
JOE,The St. Joe Co.,22.78,N/A,1351.68215,76.19,N/A,0.888148772
JOUT,"Johnson Outdoors, Inc.",73.15,0.008605135,725.586874,13.35,0.112932605,0.822033734
JRVR,James River Group Holdings Ltd.,43.25,0.02728513,1337.2119,43.81,1.215436038,0.310562668
JYNT,The Joint Corp. (United States),16.46,N/A,228.7395,79.14,N/A,1.480711207
KAI,"Kadant, Inc.",112.45,0.008131534,1261.44952,20.36,0.164723771,0.987173448
KALA,"Kala Pharmaceuticals, Inc.",6.265,N/A,221.08032,-2.17,N/A,1.244256621
KALU,Kaiser Aluminum Corp.,102.16,0.022351151,1669.51806,17.14,0.393938378,1.142407643
KALV,"KalVista Pharmaceuticals, Inc.",15.78,N/A,271.61182,-10.71,N/A,1.191916908
KAMN,Kaman Corp.,65.52,0.012309586,1810.68639,25.73,0.3141937,1.125714663
KBAL,"Kimball International, Inc.",17.77,0.019340159,643.56864,15.74,0.301927005,0.783035812
KBH,KB Home,38.75,0.005889885,3499.133825,12.82,0.076093429,0.585700259
KBR,"KBR, Inc.",30.62,0.010648918,4258.5057,23.09,0.241290906,1.424268043
KDMN,"Kadmon Holdings, Inc.",4.65,N/A,735.71451,-6.03,N/A,1.336742637
KE,"Kimball Electronics, Inc.",16.125,N/A,394.85266,12.6,N/A,1.272646416
KELYA,"Kelly Services, Inc.",18.205,0.016835017,696.99366,10.05,0.165828312,1.004277636
KEM,KEMET Corp.,26.3,0.00569044,1535.94448,11.35,0.064710958,1.771206173
KFRC,"Kforce, Inc.",34.3,0.021021898,779.0231,N/A,N/A,0.89404166
KFY,Korn Ferry,42.22,0.00973236,2273.4465,12.95,0.122673046,1.506403053
KIDS,OrthoPediatrics Corp.,47.76,N/A,790.05704,-62.66,N/A,1.287266526
KIN,"Kindred Biosciences, Inc.",9.4,N/A,360.42363,-5.72,N/A,1.358767133
KLDO,"Kaleido Biosciences, Inc.",7.5,N/A,243.5103,-1.97,N/A,0.420731596
KLXE,"KLX Energy Services Holdings, Inc.",3.45,N/A,81.418116,-1.18,N/A,1.754685483
KMT,"Kennametal, Inc.",32.35,0.025915128,2559.06126,20.37,0.503778338,1.847070062
KN,Knowles Corp.,17.35,N/A,1559.85102,32.33,N/A,1.139117895
KNL,"Knoll, Inc.",25.99,0.024464832,1302.114,15.52,0.382249298,1.111069508
KNSA,Kiniksa Pharmaceuticals Ltd.,18.08,N/A,950.546316,-5.42,N/A,1.587961613
KNSL,"Kinsale Capital Group, Inc.",123.91,0.002518278,2727.6498,52.97,0.132314653,0.494984935
KOD,"Kodiak Sciences, Inc.",64.37,N/A,2356.8888,-51.43,N/A,1.222564752
KOP,"Koppers Holdings, Inc.",35.12,N/A,707.25066,16.72,N/A,1.839554028
KPTI,"Karyopharm Therapeutics, Inc.",16.785,N/A,1081.8717,-4.92,N/A,1.858534834
KRA,Kraton Corp.,17.12,N/A,532.6272,6.04,N/A,2.127586677
KREF,"KKR Real Estate Finance Trust, Inc.",21.32,0.080486664,1228.49719,14.37,1.15957662,0.354797748
KRG,Kite Realty Group Trust,17.655,0.07138842,1493.96862,-31.47,-2.263814617,0.686924583
KRNY,Kearny Financial Corp.,12.165,0.020525452,1037.127,24.64,0.506175339,0.729611499
KRO,"Kronos Worldwide, Inc.",11.3,0.063111111,1301.085,12.87,0.808932437,1.428900346
KRTX,"Karuna Therapeutics, Inc.",96.51,N/A,2547.693632,N/A,N/A,-0.28390909
KRUS,"Kura Sushi USA, Inc.",22.72,N/A,189.78795,239.62,N/A,0.063970552
KRYS,"Krystal Biotech, Inc.",65.74,N/A,1097.84644,-55.49,N/A,1.002196273
KTB,"Kontoor Brands, Inc.",39.34,0.028970512,2201.4937,N/A,N/A,0.058369859
KTOS,"Kratos Defense & Security Solutions, Inc.",20.36,N/A,2128.5881,150.81,N/A,0.811207754
KURA,"Kura Oncology, Inc.",12.56,N/A,554.6556,-8.18,N/A,1.383000915
KVHI,"KVH Industries, Inc. (Delaware)",11.22,N/A,203.04834,-10.34,N/A,0.865349816
KW,"Kennedy-Wilson Holdings, Inc.",22.35,0.037957524,3152.39637,32.41,1.217920835,0.792855574
KWR,Quaker Chemical Corp.,183.2,0.008387491,3192.29196,92.09,0.759022821,1.43441584
KZR,"Kezar Life Sciences, Inc.",5.16,N/A,200.06175,-3.14,N/A,2.044341785
LAD,"Lithia Motors, Inc.",128.75,0.008421954,3256.85695,11.39,0.1043749,1.059305195
LADR,Ladder Capital Corp.,18.86,0.072688402,2240.203176,18.52,1.335428123,0.549139487
LANC,Lancaster Colony Corp.,152.69,0.017207792,4237.002,28.39,0.492894874,0.545241232
LAND,Gladstone Land Corp.,13.75,0.039127566,285.58068,-78.04,-3.028944381,0.280229825
LASR,"nLIGHT, Inc.",20.95,N/A,758.202728,3488.33,N/A,2.125416703
LAUR,"Laureate Education, Inc.",20.835,N/A,4283.5619,40.66,N/A,0.906379311
LAWS,"Lawson Products, Inc.",49.45,N/A,448.7457,34.53,N/A,0.828701528
LBAI,"Lakeland Bancorp, Inc.",16.71,0.029500301,838.77178,12.02,0.352239235,0.956598248
LBC,Luther Burbank Corp.,10.91,0.021081577,610.96,12.65,0.264641583,0.718488828
LBRT,"Liberty Oilfield Services, Inc.",7.73,0.025940337,867.559462,13.2,0.341471743,1.468145133
LC,LendingClub Corp.,13.37,N/A,1171.28757,-25.9,N/A,1.662474684
LCI,"Lannett Co., Inc.",8.98,N/A,355.0272,-86.1,N/A,1.976115599
LCII,"LCI Industries, Inc.",113.21,0.023712107,2691.51112,19.32,0.435183289,1.364525114
LCNB,LCNB Corp.,17.18,0.040069686,222.77514,11.91,0.477707006,0.660506981
LCTX,"Lineage Cell Therapeutics, Inc.",1.49,N/A,236.67452,-4.04,N/A,1.497489828
LCUT,"Lifetime Brands, Inc.",7.25,0.023448276,154.11325,-7.44,-0.175384298,1.083055218
LDL,"Lydall, Inc.",22.07,N/A,376.56927,53.33,N/A,1.557277094
LE,"Lands' End, Inc.",11.81,N/A,374.228412,38.07,N/A,1.691019673
LEAF,Leaf Group Ltd.,3.35,N/A,81.21256,-3.25,N/A,0.892894794
LEE,"Lee Enterprises, Inc.",1.7,N/A,96.50576,10.32,N/A,0.507496253
LEGH,Legacy Housing Corp.,14.595,N/A,363.42663,14.29,N/A,0.326337487
LEVL,"Level One Bancorp, Inc.",24.99,0.006441224,191.6406,11.93,0.076919379,0.301801073
LFVN,LifeVantage Corp.,15.77,N/A,227.304553,18.9,N/A,0.629533523
LGIH,"LGI Homes, Inc.",91.465,N/A,2090.0565,13.35,N/A,0.924982197
LGND,"Ligand Pharmaceuticals, Inc.",95.11,N/A,1664.307784,3.11,N/A,1.486538693
LHCG,"LHC Group, Inc.",158.96,N/A,4899.64539,51.96,N/A,0.79034937
LILA,Liberty Latin America Ltd.,17.25,N/A,3128.93289,-8.8,N/A,1.369736451
LILAK,Liberty Latin America Ltd.,17.415,N/A,3128.93289,-8.82,N/A,1.348657329
LIND,"Lindblad Expeditions Holdings, Inc.",15.62,N/A,778.72,67.63,N/A,0.397542628
LITE,"Lumentum Holdings, Inc.",92.75,N/A,6805.917,-1719.44,N/A,2.145244457
LIVN,LivaNova Plc,72.825,N/A,3509,-15.86,N/A,1.064003628
LIVX,"LiveXLive Media, Inc.",1.355,N/A,79.5148,-1.85,N/A,1.685425378
LJPC,La Jolla Pharmaceutical Co.,8.38,N/A,235.72276,-1.65,N/A,1.877109388
LKFN,Lakeland Financial Corp. (Indiana),47.36,0.024436486,1216.32381,13.92,0.34098592,1.02770777
LKSD,"LSC Communications, Inc.",0.231,2.251082251,7.74312,-0.05,-0.12194264,2.059857005
LL,"Lumber Liquidators Holdings, Inc.",7.42,N/A,204.7023,-3.34,N/A,1.861328498
LLNW,"Limelight Networks, Inc.",5.535,N/A,628.53408,-39.5,N/A,1.345155887
LMAT,"LeMaitre Vascular, Inc.",30.26,0.011604096,585.7363,33.44,0.375815187,1.005491201
LMNR,Limoneira Co.,20.66,0.014634146,365.72,-55.76,-0.809716599,1.111102233
LMNX,Luminex Corp.,24.635,0.012360939,1093.41204,-280.32,-3.412969283,1.161315211
LNDC,Landec Corp.,11.335,N/A,331.58331,-30.83,N/A,0.763066974
LNN,Lindsay Corp.,109.42,0.01137406,1178.83326,126.94,1.438515081,1.122026152
LNTH,"Lantheus Holdings, Inc.",16.875,N/A,665.2536,18.95,N/A,1.703620629
LOB,"Live Oak Bancshares, Inc.",17.98,0.006666667,725.170158,40.14,0.267737617,0.947091661
LOCO,"El Pollo Loco Holdings, Inc.",14.34,N/A,501.265836,-467.75,N/A,0.557929853
LOGC,"LogicBio Therapeutics, Inc.",8.2,N/A,162.991773,-4.84,N/A,1.522804752
LORL,"Loral Space & Communications, Inc.",35.75,N/A,1101.512486,26.58,N/A,0.76692517
LOVE,The Lovesac Co.,10.51,N/A,154.84035,-12.55,N/A,1.068607615
LPG,Dorian LPG Ltd.,12.99,N/A,696.653368,10.58,N/A,1.324901228
LPI,"Laredo Petroleum, Inc.",1.58,N/A,372.30038,7.3,N/A,1.605928113
LPSN,"LivePerson, Inc.",44.29,N/A,2893.527693,-36.62,N/A,1.556308618
LPX,Louisiana-Pacific Corp.,33.79,0.016324063,3885.34524,-399.41,-6.382978723,0.839930689
LQDA,"Liquidia Technologies, Inc.",5.39,N/A,102.98664,-2.13,N/A,1.467306857
LQDT,"Liquidity Services, Inc.",4.64,N/A,159.66429,-7.98,N/A,0.899985082
LRN,"K12, Inc.",16.75,N/A,660.37192,20.12,N/A,0.61071125
LSCC,Lattice Semiconductor Corp.,21.2,N/A,2651.1263,64.69,N/A,1.81872562
LTC,"LTC Properties, Inc.",48.02,0.047848898,1894.1828,19.31,0.916951538,0.309091851
LTHM,Livent Corp.,10.604,N/A,1459.81,20.08,N/A,1.730110767
LTRPA,"Liberty TripAdvisor Holdings, Inc.",6.715,N/A,499.27535,55.87,N/A,2.091108877
LTS,"Ladenburg Thalmann Financial Services, Inc.",3.5,0.014326648,520.60679,-172.41,-2.463054187,1.711466062
LTXB,"LegacyTexas Financial Group, Inc.",42.54,0.017630465,N/A,N/A,N/A,N/A
LVGO,"Livongo Health, Inc.",27.17,N/A,2479.20768,N/A,N/A,-0.718135163
LXFR,Luxfer Holdings Plc,17.02,0.030012005,456.68392,-147.23,-4.325259516,1.126822888
LXP,Lexington Realty Trust,11.22,0.04334227,2773.69887,12.36,0.534317506,0.448669415
LXRX,"Lexicon Pharmaceuticals, Inc.",3.115,N/A,342.19584,2.02,N/A,1.826953263
LXU,"LSB Industries, Inc.",2.93,N/A,82.31652,-1.02,N/A,1.977825218
LZB,"La-Z-Boy, Inc.",31.94,0.016497462,1461.99216,21.09,0.343415665,0.932546081
MANT,ManTech International Corp.,81.135,0.013083189,3249.067686,34.61,0.452121988,0.952021783
MATW,Matthews International Corp.,35.66,0.022682722,1117.3659,-21.64,-0.491057896,1.080440931
MATX,"Matson, Inc.",36.73,0.023141846,1574.50491,17.93,0.414998535,1.408781962
MAXR,"Maxar Technologies, Inc.",18.99,0.016558311,1119.02385,-1.43,-0.023350888,0.973187792
MBI,"MBIA, Inc.",9.44,N/A,802.63932,-6.54,N/A,0.840287987
MBII,"Marrone Bio Innovations, Inc.",1.15,N/A,152.08056,-3.68,N/A,0.864393853
MBIN,Merchants Bancorp (Indiana),21.52,0.013059701,615.45664,9.1,0.118004046,0.964092639
MBIO,"Mustang Bio, Inc.",3.825,N/A,155.017097,-2.9,N/A,1.715552626
MBUU,"Malibu Boats, Inc.",49.16,N/A,971.474262,14,N/A,1.463124495
MBWM,Mercantile Bank Corp.,33.28,0.031812725,547.281,11.03,0.351587117,1.049007056
MC,Moelis & Co.,38.56,0.051124744,2844.178015,18.54,0.961862165,1.32066581
MCB,Metropolitan Bank Holding Corp.,49.34,N/A,408.2624,13.54,N/A,0.923793239
MCBC,Macatawa Bank Corp.,10.68,0.026168224,364.4527,11.37,0.298189563,0.782489134
MCFT,"Mastercraft Boat Holdings, Inc.",18.78,N/A,356.49208,19.28,N/A,1.675737319
MCHX,"Marchex, Inc.",3.98,N/A,174.316265,-42.42,N/A,1.038308108
MCRB,"Seres Therapeutics, Inc.",3.63,N/A,254.84004,-2.27,N/A,1.681509664
MCRI,"Monarch Casino & Resort, Inc.",56.62,N/A,1001.7428,30.97,N/A,1.021838931
MCRN,,16.97,N/A,1180,33.7,0,N/A
MCS,Marcus Corp.,29.62,0.021255061,916.583566,20.77,0.441795231,0.578470282
MDC,"M.D.C. Holdings, Inc.",43.97,0.026773812,2752.67425,11.46,0.307017361,0.554181517
MDCA,"MDC Partners, Inc.",2.315,N/A,165.22388,-1.53,N/A,0.56189662
MDCO,The Medicines Co.,84.9,N/A,6768.4827,-27.32,N/A,0.17677864
MDGL,"Madrigal Pharmaceuticals, Inc.",91.67,N/A,1397.25024,-20.85,N/A,1.662599665
MDP,Meredith Corp.,32.21,0.0736,1415.304688,-54.71,-3.906913538,0.837421105
MDR,"McDermott International, Inc.",0.7032,N/A,127.858637,-0.03,N/A,N/A
MDRX,"Allscripts Healthcare Solutions, Inc.",9.12,N/A,1484.02524,-5.35,N/A,1.284545784
MEC,"Mayville Engineering Co., Inc.",7.79,N/A,151.998,N/A,N/A,0.147904638
MED,"Medifast, Inc.",103.83,0.029211295,1192.90158,16.69,0.482237582,1.260575957
MEDP,"Medpace Holdings, Inc.",96.87,N/A,3491.307,37.25,N/A,1.258778462
MEET,"The Meet Group, Inc.",6.255,N/A,438.144434,43.46,N/A,1.393936074
MEI,"Methode Electronics, Inc.",34.36,0.012994684,1255.90126,12.22,0.156483391,1.778676016
MEIP,"MEI Pharma, Inc.",2.3,N/A,253.33761,-4.58,N/A,1.31872539
MESA,"Mesa Air Group, Inc.",8.34,N/A,273.78675,7.42,N/A,1.321590491
METC,"Ramaco Resources, Inc.",3.175,N/A,119.93662,4.91,N/A,2.389408742
MFIN,Medallion Financial Corp.,6.6,N/A,164.14203,20.35,N/A,0.968406902
MFNC,Mackinac Financial Corp.,15.75,0.033015873,169.29675,12.21,0.403132026,0.382827778
MFSF,"MutualFirst Financial, Inc.",37.99,0.021186441,325.03808,13.67,0.288766965,0.63484066
MG,"MISTRAS Group, Inc.",10.4,N/A,289.43915,72.07,N/A,1.177493372
MGEE,"MGE Energy, Inc.",80.52,0.016906118,2799.09432,32.28,0.546612206,0.342229649
MGLN,"Magellan Health, Inc.",74.19,N/A,1782.81134,254.88,N/A,0.845598005
MGNX,"MacroGenics, Inc.",10.04,N/A,501.32992,-2.78,N/A,1.289877195
MGPI,"MGP Ingredients, Inc.",34.045,0.011098131,583.00448,15.47,0.172876575,1.367170582
MGRC,McGrath RentCorp,83.12,0.017863675,1991.61285,21.28,0.374958409,0.886118306
MGTA,"Magenta Therapeutics, Inc.",12.235,N/A,474.5083,-6.24,N/A,1.366570228
MGTX,MeiraGTx Holdings Plc,21.2,N/A,760.6976,-9.12,N/A,1.017199565
MGY,Magnolia Oil & Gas Corp.,9.57,N/A,2489.67231,31.38,N/A,1.216741105
MHO,"M/I Homes, Inc.",42.16,N/A,1202.55039,9.23,N/A,0.608885881
MIK,"Michaels Cos., Inc.",4.98,N/A,711.90725,2.87,N/A,1.562118199
