symbol,name,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,enterpriseValueMultiple,niperEBT,ebtperEBIT,ebitperRevenue,grossProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,receivablesTurnover,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,% return on investment
LRCX,Lam Research Corp.,2.56285,2.6101,2.65015,7.4707,4.50765,8.2152,-13.2197,0.724968957,0.402971351,0.498847229,-0.013941626,0.401453761,-0.026326241,-0.054143827,0.097028649,-0.01715,-0.0059,0.03875,0.402971351,0.498847229,-0.013941626,4.50765,5.64235,6.03055,7.912702096,0.708858858,3.191,2.658544662,1.359510829,-11.76865,84.22605,79.6424,18.47,71.5299,0.01615,0.0223,0.018624047,0.021731858,197.12145,6.910089321,1.389237998,1.07045,0.7538,5.00065,0,4.50765,0.047175581,0.449260506,6.910089321,27.99980208,4.044952805,4.044952805,0,0.4132,0.6225,0.48025,0.2298,0.22405,0.215,0.00915,0.0065,0,2.17825,1.16795,-0.0204,0.06805,-0.0615,0.054,-0.01115,-0.11255,0.0245,0.0241,-0.08975,0.11405,0.1293,0.11355,0,0,0,0.29315,0.0958,-0.021,0.00655,-0.68015,0.00175,-0.07745,443.531235
LUV,Southwest Airlines Co.,1.55485,1.55485,0.8103,54.4293,60.6337,15.1404,7.41085,3.64047619,0.60988296,0.642728697,0.054581709,0.553209272,0.053469959,0.023743283,0.39011704,0.02425,0.0459,0.0428,0.60988296,0.642728697,0.054581709,60.6337,4.0541,50.4966,1.058777443,0.754060218,1.2705,1.077180805,0.397450593,-16.91895,5.9201,0,24.04965,0,0.23245,0.5932,0.347131365,0.371683203,3.6714,0.371030958,2.547740885,1.7085,0.9845,1.5947,0.0835,60.6337,0.112067357,0.54513409,0.371030958,4.137649818,2.425044642,2.366068714,0.079817786,0.0857,0.73175,1.17725,1.5963,1.65545,1.617,0.00495,0,0,1.1162,1.41685,0.08175,0.10925,0.06585,0.0085,-0.02695,-0.13925,-0.0848,-0.067,-0.2582,0.06575,0.00285,-0.03715,0.0184,0,0,-0.0188,0.0941,0.049,0.1167,-0.03915,0,0.0532,305.6350439
LVS,Las Vegas Sands Corp.,3.21665,3.2563,3.3765,37.66395,11.2156,0,16.1358,18.43563936,0.444854949,0.343544016,0.067538067,0.402039017,0.082984978,0.004889209,0.055145051,0.0076,0.0147,0.0264,0.444854949,0.343544016,0.067538067,11.2156,18.62395,197.1189,0.372183107,0.2737326,2.309,2.382133831,2.119031226,-3.2367,37.51975,0,6.33,0,0.5089,1.70325,0.617117854,0.628399587,1.5412,0.121169862,3.337283377,1.8871,-1.182,6.7443,0,11.2156,0.206419698,-1.163166125,0.121169862,3.061373311,0.626510601,0.605115414,0.077912024,0.4031,13.3423,20.45125,-0.05325,0.5178,0.45685,0.3456,0.4402,0,3.0213,0.76625,0,0.1475,0.0526,0,0.03885,0.20085,0,0.01155,0.19885,0,0.1711,0.15575,0,0,0,0.37665,0.0652,0.1115,-0.0447,-0.0136,-0.97915,0.10425,73.60571304
LYB,LyondellBasell Industries NV,0,0,0.4037,0,10.5,0,-15.813,0,0,0,-0.080478786,0.04311016,-0.085766187,-0.092934994,0,-0.2195,0.3192,-0.0707,0,0,-0.080478786,10.5,0,9.3546,2.034582893,1.110478729,0.797,0.371949455,0.053824636,-40.5473,38.9177,0,25.1953,0,1.0618,-3.2841,1.649352528,1.437810945,-1.3822,-0.026697876,0,-1.3913,-2.733,0.9864,0,10.5,-0.02552874,0,-0.026697876,-0.117832011,-1.036890646,-1.036890646,0,0.9836,0.5642,0.554,0.6087,0.6086,0.6086,0,0,0,-1.722,-6.8783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2716,-0.0112,-0.0311,0,0.2298,-0.2526,-0.2899,129.0596107
M,"Macy's, Inc.",1.4405,28.8901,0.2853,20.4103,65.429,4.9648,3.83,4.450197455,0.648915187,0.474275023,0.045510665,0.405125804,0.045255226,0.014006556,0.351084813,0.0276,0.0707,0.0432,0.648915187,0.474275023,0.045510665,65.429,2.0003,4.8884,2.470705796,1.102769953,1.542,0.458090542,0.377857463,-120.5521,5.563,0,61.1933,0,0.4084,1.8693,0.645053017,0.65148678,1.9021,0.201195677,4.577691812,4.1566,3.2066,4.0046,0.256,65.429,0.074502959,0.771428571,0.201195677,7.231404959,4.375,3.615702479,0.255319149,-0.0371,1.2457,1.2428,1.0689,1.0688,1.0688,0.0011,0,-0.6212,-0.0622,0.3406,0.0387,0.0366,0.028,0.0006,-0.0137,-0.1647,-0.0847,-0.1743,-0.2556,-0.0339,-0.0952,-0.2205,0,-0.0547,-0.2671,-0.0056,-0.0761,-0.0382,0.0005,-0.1032,0,-0.0494,-27.08539384
MA,"Mastercard, Inc.",7.5687,9.6568,5.90465,19.38505,9.0081,22.93495,20.6937,1.112068079,0.664707283,0.966094363,0.482245704,1,0.470032373,0.310096079,0.335292717,0.5663,0.3861,1.59505,0.664707283,0.966094363,0.482245704,9.0081,4.94975,0,11.98682976,0.65469674,1.8165,1.459233338,0.961191067,0,40.60045,0,19.3414,0,0.00145,0.00315,0.003119682,0.003119682,37.1435,31.31818182,1.914819951,1.1777,1.066,2.3207,0.0485,9.0081,0.28831103,0.904711465,31.31818182,0,10.54063387,6.835249156,0.048396933,0.05385,4.7828,2.72495,3.5108,3.51405,3.5058,0.00385,0.00385,0,1.28405,2.18225,0,0.1477,0.14405,0,0.38995,0.30815,0,0.46495,1.16195,0,0.3287,0.1827,0,0,0.4589,0.02545,0,0.16825,0.64575,-0.9348,0,-0.0507,448.2844795
MAA,"Mid-America Apartment Communities, Inc.",3.71545,3.7478,4.7156,84.093,0,0,13.0767,0.161506749,1,0.373823998,0.236822831,0.318000429,0.235338661,0.088843818,0,0,0.0719,0,1,0.373823998,0.236822831,0,54.8927,0,0.187890277,0.181557783,0,0,0,0,0,0,1.70105,0,0.6969,3.07195,0,0,1.59885,0,4.40562064,4.57495,-3.869,0.99855,3.605,0,1.019760691,0.35225934,0,0,0.385956935,0.268216668,3.681966332,-0.02585,-0.04155,-0.0569,0.0712,-0.00065,-0.00655,0.08795,0,0,-0.0214,-1.6503,0.00045,-0.01295,-0.0273,0.01265,0.00455,0.00345,-0.0442,0.007,-0.01155,-0.0442,-0.0156,-0.03135,0.0063,0.00965,0.0083,0,0,0.0645,0.0265,0.0649,0,0.0307,421.4398749
MAC,Macerich Co.,1.93905,1.93905,6.449,136.8833,6.78385,194.61935,29.26975,0.647646749,1.308303247,0.189853569,0.390139614,0.572345408,0.323783715,0.093825899,-0.308303247,0,0.03685,0,1.308303247,0.189853569,0.390139614,6.78385,2.1415,0,0.132784656,0.10121168,0,0,0,0,50.7612,0,34.3233,0,0.56695,1.89305,0,0,1.2598,0,3.274676716,1.5769,-0.4105,2.97855,6.423,6.78385,0.217061136,-0.280252454,0,0,0.84549266,0.4495886,4.881228052,-0.1211,-0.30525,0.0304,-0.52285,-0.6004,-0.6004,0.28725,0.2087,-0.1899,0.0689,0.96045,-0.0215,-0.0449,-0.1066,-0.08475,-0.16165,-0.24595,-0.13845,-0.17555,-0.3315,0.0767,0.09705,0.0998,0.01515,-0.01725,-0.0618,-0.1054,0,-0.02475,0.1348,-0.19425,0,0.18405,52.13953575
MAR,"Marriott International, Inc.",8.558,0,1.0349,15.5364,12.86615,14.8779,11.5356,1.757975798,0.415607985,0.376880985,0.017832855,0.085222427,0.016430723,0.003727798,0.084392015,0.01485,-0.007,0.0193,0.415607985,0.376880985,0.017832855,12.86615,5.715,7.1708,8.476861292,1.338237034,1.2995,0.496836158,0.126101724,-51.87835,28.6629,0,19.2997,0,0.3023,1.8986,0.645528166,0.654469263,0.789,0.392288652,6.307046413,2.799,2.171,0.8547,-0.0965,12.86615,0.089013212,0.781960287,0.392288652,10.95153986,4.826973786,3.710952381,0.046943231,0.6757,1.08,1.00875,0.18395,0.174,0.1288,0.02145,0,-0.18545,0.34005,0.85465,0.0645,0.0502,-0.01405,0.0583,0.06765,0.0705,0.0117,-0.02385,-0.0637,-0.04975,-0.14945,-0.08805,0.093,0.0841,0.0145,0.02625,-0.11995,0.0117,0.0839,-0.0132,0,-0.0103,241.9350126
MAS,Masco Corp.,2.26965,0,0.55095,0,7.8643,9.37675,7.3791,9.954365079,0,0,-0.036999421,0.253680982,-0.026353411,-0.081613221,0,-0.16545,-0.4116,-0.02655,0,0,-0.036999421,7.8643,2.9702,9.62215,4.087474502,0.877103214,2.134,1.547907997,0.973351679,-47.644,45.0776,0,28.45235,0,0.46795,2.23515,0.661336798,0.674511459,-1.10405,0.145570678,4.685711506,1.63015,1.322,4.3593,-0.484,7.8643,0.077094282,0.799702585,0.145570678,4.491133866,5.409663866,2.339527582,0,-0.118,-137.0345,-3.91825,-2.08375,-2.0647,-2.0647,-0.00195,0,-0.42525,-0.2279,-0.2089,0.03385,-0.0539,-0.1234,0.0178,-0.1315,-0.20785,0,0,0,-0.0315,-0.1455,-0.2143,-0.02285,-0.12185,-0.24875,-0.0563,-0.1126,-0.07265,-0.2693,0.01415,0,-0.05825,245.5434647
MCD,McDonald's Corp.,5.1636,6.25825,3.1656,15.75835,22.1703,18.703,12.2526,1.551033502,0.704070482,0.935749853,0.307759386,0.393426335,0.305593831,0.202773887,0.295929518,0.2088,0.33115,0.1715,0.704070482,0.935749853,0.307759386,22.1703,8.6876,215.88215,1.073819668,0.752715035,1.3185,1.087518903,0.708541127,-2.7783,17.4468,0,12.2585,0,0.3549,0.77,0.434676932,0.434975662,15.617,0.547422223,2.169335185,5.60725,3.712,1.9418,0.4895,22.1703,0.258132334,0.661909355,0.547422223,540.8914997,2.957833541,1.384530896,0.489029739,0.05695,0.0562,0.0771,0.071,0.10075,0.10375,-0.02725,-0.0291,0.18195,0.0373,0.0559,0.0777,0.0771,0.0637,0.1005,0.1138,0.13785,0.11615,0.1787,0.22625,0.0656,0.02675,0.0153,0.1961,0.28815,0.20835,0.1253,-0.00635,0.05995,0.07505,0.06145,0,-0.00355,70.27474775
MCHP,"Microchip Technology, Inc.",3.3913,3.5678,5.4742,23.8644,8.3747,12.7864,11.4768,2.319653501,0.912502681,0.884184814,0.283797372,0.563707558,0.258469457,0.228973683,0.087497319,0.1142,0.1415,0.1394,0.912502681,0.884184814,0.283797372,8.3747,7.5687,7.6402,1.922219135,0.376633988,7.921,6.647962043,2.41963715,-102.9085,53.0734,0,17.0374,0,0.1354,0.2222,0.181783643,0.181783643,8.6344,1.326927367,1.641023751,2.4616,2.2023,2.6798,1.152,8.3747,0.476979179,0.894692366,1.326927367,0,9.495987732,1.521224256,1.150001152,0.0343,0.0285,0.0498,-0.1164,-0.1194,-0.1145,0.0026,0.0029,0.0097,0.4646,0.9606,0.0552,0.0473,0.0227,0.0622,0.0761,0.0727,0.0653,0.027,-0.1065,0.0874,0.0305,-0.0353,0,0.4556,0.1209,0.5567,-0.1135,0.046,0.0262,0.0194,0.0459,0.0372,186.7303536
MCK,McKesson Corp.,2.3471,5.5611,0.1629,13.983,13.7172,9.1221,7.6444,2.385742574,0.677575107,0.908824963,0.018868098,0.052216151,0.018472521,0.011618921,0.322424893,0.2364,0.1677,0.1685,0.677575107,0.908824963,0.018868098,13.7172,2.132,12.0995,127.7344301,3.856185037,1.264,0.693980719,0.219315777,-33.4475,27.1143,0,44.5077,0,0.0815,0.3048,0.233384224,0.233618234,10.9679,1.008710801,3.742565056,8.6097,7.2045,13.8699,0.102,13.7172,0.021305956,0.836787565,1.008710801,772,6.126984127,4.550098232,0.103721298,0.0554,0.6978,0.6789,0.5346,0.5719,0.5661,-0.0218,-0.0215,0,0.7143,1.0209,0.1197,0.0848,0.09,0,0.1041,0.1857,0.062,0,0.1529,0.0825,0.0931,0.0998,0.0718,0.1487,0.2599,0.0387,0.1072,0.1156,0.2433,-0.0849,0.033,-0.0039,43.52920454
MCO,Moody's Corp.,0,0,3.2928,14.02585,4.2298,11.15,9.67965,1.966541749,0.671734692,0.940760425,0.374980772,1,0.381427233,0.236791428,0.328265308,3.22405,-1.15165,0.55655,0.671734692,0.940760425,0.374980772,4.2298,1.64255,0,6.248854737,0.848512638,1.1285,1.002093544,0.544887672,0,89.86015,0,69.42915,0,0.54195,-2.98655,3.333498966,1.682366507,17.3478,0.533178169,0,2.7534,2.3935,2.407,0.2145,4.2298,0.339864905,0.869096601,0.533178169,29.62640925,7.683872971,3.577366446,0.21462278,0.0772,-0.00215,0.0215,0.07085,0.08505,0.08795,-0.01535,-0.0178,0.025,0.10385,0.12655,0.16255,0.0886,0.01335,0.22605,0.0609,-0.04095,0.1475,0.03155,-0.1006,0,0,0,0.1715,0.1866,0.11055,0.0865,0,0.19885,0.43055,-0.0741,0,0.1301,349.2750095
MDLZ,"Mondelez International, Inc.",1.5431,0,1.3915,13.22635,6.59725,18.40875,11.28775,3.579252815,0.856885075,0.736295477,0.16387971,0.368298166,0.106503404,0.104301021,0.143114925,0.2753,0.11575,0.0399,0.856885075,0.736295477,0.16387971,6.59725,1.05445,8.52795,2.953687654,0.455677716,1.0525,0.601325598,0.169472603,-77.1582,62.37155,0,49.0836,0,0.293,0.76775,0.419495256,0.434096807,3.85765,0.199101536,2.618698817,2.79525,1.8885,1.42195,0.526,6.59725,0.125106075,0.653597261,0.199101536,3.636295717,3.11963381,1.33914961,0.547691158,-0.05125,0.11445,-0.0345,0.20465,0.1195,0.12285,0.0941,0,0.01785,-0.01755,-0.039,0,0.02285,0.00525,0,0.04415,0.06315,0,0.07055,0.0672,0,0.0158,0.02735,0,0.0723,0.0511,0.1815,0.18965,0.2422,0.16265,0.22515,0,0.0302,15.14545566
MDT,Medtronic Plc,3.2861,13.0666,3.1267,15.6036,4.7668,13.8256,11.6499,1.676175171,0.782575758,0.941512126,0.273258836,0.767281705,0.272219335,0.201338358,0.217424242,0.4341,0.2118,0.1203,0.782575758,0.941512126,0.273258836,4.7668,9.404,10.5896,6.357703428,0.547953008,1.921,1.388400703,0.273384105,-150.9115,79.0849,0,9.9597,0,0.3389,0.6507,0.321883836,0.394194136,17.0976,0.433974157,1.920158589,3.7341,3.1601,1.2655,0.293,4.7668,0.268386175,0.846284193,0.433974157,1.604271845,6.505511811,2.678988327,0.292675056,0.0658,0.6035,0.5974,0.4971,0.5135,0.5163,-0.0139,-0.015,0.0933,0.0652,0.0874,0.1273,0.1084,0.0916,0.1583,0.0984,0.1295,0.1193,0.1343,0.0475,0.1335,0.0888,0.1147,0.1775,0.1961,0.2306,0.0679,0.0386,0.1909,0.1254,0.405,0.0509,0.0252,146.7793673
MET,"MetLife, Inc.",0.7907,0.98905,0.6907,6.87635,2.635,5.8352,5.8352,1.485213205,0.353057983,0.5,-0.016379164,0.235152424,-0.017945341,-0.002098323,0.146942017,0,-0.0065,0,0.353057983,0.5,-0.016379164,2.635,0.4623,0,0,0.073434513,0,0,0,0,144.35425,0,203.8721,0,0.04585,0.7156,0,0,0,0,15.65731474,6.3746,6.375,12.7504,0.0005,2.635,0.123185185,1,0,0,0,8.209687605,0.146981627,0.53305,-0.00375,-0.00345,0.15345,0.1534,0.14575,0.11755,0,0,0.22755,0.22755,0.03335,-0.01505,-0.05055,0.0272,-0.0855,-0.17,0.0403,-0.0767,-0.1128,0.0846,0.05415,-0.0091,0.0699,0.08645,0.0392,0.08445,0,0.21515,0.28635,0.33575,0,0,35.31336064
MGM,MGM Resorts International,1.74135,2.0106,0.83675,0,19.62635,13.82375,10.52835,0,0,0,-0.175054324,0.448937162,-0.049132131,-0.204172979,0,-0.08975,-0.41195,-0.0114,0,0,-0.175054324,19.62635,9.3579,65.04915,0.451321712,0.324729335,1.2245,0.837956071,0.631514474,-9.8389,18.8542,0,9.307,0,0.64015,3.933,0.787256173,0.796769583,-1.29275,0.04116676,6.140723852,1.1887,0.9245,2.84735,0,19.62635,0.081701912,0.773716087,0.04116676,1.417744932,4.506144888,4.506144888,0,-0.13055,-9.8067,-1.29795,-0.3115,-0.02495,-0.02495,0.3445,0,0,-0.181,3.5296,0.06015,-0.0542,-0.19605,-0.0386,-0.1946,-0.3237,0,0,0,0.02555,-0.07085,-0.23415,-0.5,0,0,0.044,-0.0701,-0.09545,-0.34835,-0.04785,0,-0.0483,164.8442984
MHK,"Mohawk Industries, Inc.",1.1041,3.21135,0.6709,10.66915,8.02855,14.7976,8.51365,4.71674108,0.492791629,-0.623739245,0.03440108,0.24713677,0.033623799,0.016920026,0.007208371,0.03125,0.0275,0.02245,0.492791629,-0.623739245,0.03440108,8.02855,1.6603,5.3914,3.067940118,0.854126924,2.406,1.156847895,0.482765547,-86.58225,44.0978,0,52.3427,0,0.28065,0.5424,0.32248867,0.351290852,1.38315,0.277910791,1.930520614,7.24025,5.3065,6.66745,0,8.02855,0.092946512,0.674728253,0.277910791,6.808669208,4.10916926,4.10916926,0,-0.0763,3.6028,3.6116,17.86215,17.6231,17.5606,0.00145,0.00035,0,-0.1788,-0.0687,0.02925,-0.0358,-0.1196,0.07105,0.05425,-0.1704,-0.00555,-0.07055,-0.18055,0.2241,0.0202,-0.0841,0,0,0,-0.06015,-0.0537,-0.02715,0.017,-0.0798,0,-0.0914,426.922477
MKC,"McCormick & Co., Inc.",3.73815,0,1.60825,15.6775,8.7162,16.5925,13.16555,1.495456518,0.712823707,0.895601473,0.150229813,0.420322293,0.149524228,0.096057786,0.287176293,0.47835,0.22335,0.1156,0.712823707,0.895601473,0.150229813,8.7162,3.2656,7.12825,6.677427388,0.958996003,1.2015,0.509411092,0.054564802,-90.1991,42.03495,0,33.633,0,0.27495,0.66975,0.371088312,0.40012079,9.63685,0.429862348,2.42977966,3.0457,2.422,0.34195,0.396,8.7162,0.123194151,0.794796692,0.429862348,3.720478551,4.881540638,1.880075211,0.421628193,0.04925,0.1403,0.166,0.20555,0.18745,0.1908,0.01125,0,0.0871,0.1268,0.13255,0.0546,0.0552,0.04435,0.07005,0.0407,0.1435,0.12595,0.0971,0.18985,0.14845,0.1126,0.11035,0.10765,0.1079,0.096,0.00905,0.04305,0.0307,0.16815,-0.156,0,0.0224,128.778302
MKTX,"MarketAxess Holdings, Inc.",2.50475,3.0147,4.4713,27.8943,6.1356,12.37785,10.9475,2.494063226,0.576591395,1,0.305365753,1,0.305365753,0.17781421,0.423408605,0,0.1042,0,0.576591395,1,0.305365753,6.1356,3.3526,0,14.1740401,0.450458616,0,0,0,0,68.9706,0,33.05775,0,0,0,0,0,0,0,1.279080351,1.6185,1.409,3.4381,0.2425,6.1356,0.408637282,0.86613742,0,0,7.69835111,4.100969196,0.251404626,0.2536,1.0178,1.0178,0.99515,0.93375,0.90695,0.005,0.0455,1.5,0.5242,0.5549,0,-0.0534,0.11535,0,0.0572,0.3075,0,-0.0815,0.41705,0,-0.09205,0.059,0,0,0,0.4261,0,0.1027,0.09255,0,0,0.10935,995.9972449
MLM,"Martin Marietta Materials, Inc.",2.94505,5.44565,2.53875,45.14165,8.97655,26.64805,14.0503,2.894380354,0.76262993,0.627085403,0.11816095,0.202676553,0.118120463,0.056506547,0.23737007,0.0439,0.06535,0.0424,0.76262993,0.627085403,0.11816095,8.97655,4.78225,4.90575,0.9543039,0.511620827,2.05,0.899782043,0.444027839,-94.38005,39.13245,0,12.7061,0,0.3611,0.8206,0.391368164,0.449196935,2.6931,0.257819322,2.264866137,6.5837,3.5075,3.7684,0.7955,8.97655,0.18279858,0.529462541,0.257819322,1.236432064,2.135871039,1.400586876,0.795522128,-0.1626,-0.18245,-0.1751,-0.18995,-0.22195,-0.22195,0.0487,0.0475,0.0369,-0.1157,0.39865,0.01335,-0.01525,-0.10175,0.0344,0.01345,-0.07455,-0.0219,-0.0934,-0.2933,0.05945,0.04875,0.081,0.11685,0.14635,0.1272,-0.05215,0.0219,0.0087,0.13315,-0.1271,-0.5,-0.06715,236.7832834
MMC,"Marsh & McLennan Cos., Inc.",2.16015,0,1.29655,34.4372,3.6262,33.0033,19.38905,4.267574344,0.86134401,0.663408453,0.086102536,1,0.084071081,0.052066439,0.13865599,0.1978,0.0866,0.05185,0.86134401,0.663408453,0.086102536,3.6262,1.5431,0,12.20021612,0.665045494,1.513,1.39008589,0.534736228,0,103.0688,0,62.6219,0,0.2162,0.54635,0.332240572,0.352006823,3.78705,0.208071698,2.517907291,1.28155,0.7505,3.38875,1.1895,3.6262,0.066768106,0.583669494,0.208071698,45.6984767,2.436089654,0.942444226,1.213666692,-0.00535,1.26145,0.17635,3.43805,3.4678,3.34525,0.02505,0.02885,0.00625,-0.0955,-0.0292,0.0054,-0.0124,-0.0092,-0.0511,-0.04145,-0.0252,-0.0702,0.10735,-0.33815,0.02765,0.03235,-0.02465,-0.0109,0.01295,0.0386,0.05145,0,0.0034,0.0296,-0.07905,0,-0.01885,176.1667113
MMM,3M Co.,4.26435,9.6325,2.4225,16.6084,7.4715,14.5383,11.88435,1.223132339,0.708289791,0.960089848,0.214024551,0.478784497,0.215077411,0.145650965,0.291710209,0.27615,0.2555,0.1709,0.708289791,0.960089848,0.214024551,7.4715,4.3767,8.69275,3.483075746,0.866343143,2.105,1.382753854,0.587697453,-81.4037,50.39535,0,22.8442,0,0.19515,0.39775,0.248071656,0.283644052,25.5808,0.907166765,2.030106176,7.1515,5.813,4.53575,0.407,7.4715,0.203871153,0.813095024,0.907166765,6.068792527,5.40692577,2.101325537,0.407682465,0.04565,0.0683,0.07595,0.1011,0.0878,0.08495,0.01035,0.01295,0.0247,0.0686,0.1524,0.0562,0.05685,0.02805,0.0787,0.05555,0.091,0.08685,0.05835,-0.0194,0.0955,0.0828,0.1065,0.06145,0.05885,0.03265,0.06475,0.0357,0.08155,0.24695,-0.0976,0.01495,0.0261,127.4984174
MNST,Monster Beverage Corp.,5.71295,6.04445,3.27185,19.1604,9.40465,24.128,21.06045,0.972127458,0.61437532,1,0.280750576,0.52862454,0.28088585,0.172581039,0.38562468,0.32695,0.3064,0.5923,0.61437532,1,0.280750576,9.40465,4.8494,10.08195,36.02925311,1.282938259,5.983,4.699146548,2.876964168,-82.0085,40.681,0,20.44015,0,0.00015,0.0002,0,0.000176021,0,379.1067961,1.376145356,0.36035,0.318,0.6382,0,9.40465,0.156135117,0.878765344,379.1067961,379.1067961,8.583506081,8.583506081,0,0.1237,0.4878,0.5465,0.47395,0.5091,0.5096,-0.02185,-0.02335,0,0.12465,0.1203,0.3123,0.3662,0.1883,0.29505,0.41135,0.2361,0.4625,0.42525,0.21085,0.4084,0.5127,0.31955,0,0,0,0.1647,0.17335,0.2419,0.4091,-0.8926,0,-0.0291,663.7145381
MO,"Altria Group, Inc.",9.9486,0,1.91835,12.91515,302.85935,16.30485,15.19575,2.045260931,0.670107001,0.819575257,0.26929377,0.37607524,0.243753263,0.148192621,0.329892999,4.731,0.77,0.13095,0.670107001,0.819575257,0.26929377,302.85935,11.7838,14.92515,9.506503838,0.646818822,0.798,0.298426058,0.286206601,-44.12105,1.38045,0,7.7899,0,0.32605,2.64395,0.717309606,0.723758262,5.58165,0.257395565,8.108768817,1.4934,1.3875,1.0056,0.8165,302.85935,0.129868099,0.929996554,0.257395565,2.221290323,14.54097985,1.022989703,0.79873896,0.09465,0.01135,0.1295,-0.06585,-0.06975,-0.0666,0.0066,0,-0.4343,-0.24545,-0.2832,-0.1003,-0.20565,0.08925,-0.1123,-0.2248,-0.359,-0.07025,-0.18715,-0.30775,-0.1037,-0.32705,-0.43895,-0.0323,-0.13925,-0.43995,0.5336,0.34465,0.18375,0.34835,0.3099,0,-0.00265,162.6055841
MOS,The Mosaic Co.,2.6178,2.5758,2.6883,17.3294,11.86655,49.4727,17.4245,1.71074359,0.743902556,0.972623405,0.238282024,0.259592669,0.210577777,0.175293717,0.256097444,0.1821,0.18575,0.133,0.743902556,0.972623405,0.238282024,11.86655,3.0912,7.33375,1.66929748,0.672139342,3.544,2.220871171,1.800877162,-16.1557,27.1906,30.54365,22.09935,23.74555,0.10785,0.15905,0.126920391,0.137185198,47.47495,0.950677766,1.474742137,2.92165,1.01985,5.8763,0.422,11.86655,0.160641316,0.349932378,0.950677766,11.46563566,1.539980744,1.14363242,0.422733862,-0.2563,-0.2721,-0.30765,-0.25985,-0.26145,-0.26025,0.0027,0.001,3.25,-0.2104,-0.41135,-0.0093,0.11055,0.1158,-0.0021,0.33315,0.3844,0,0.5418,0.12175,0.0379,0.28215,0.27065,0,0.18985,0,-0.19805,-0.1382,0.0375,0.1425,-0.06865,0,0.0568,-52.91430483
MPC,Marathon Petroleum Corp.,1.4676,1.6168,0.198,9.1749,15.91735,4.3579,4.0474,1.844131957,0.632233805,0.984188592,0.015924037,0.050781292,0.01523936,0.009894679,0.367766195,0.0407,0.0623,0.03975,0.632233805,0.984188592,0.015924037,15.91735,1.34315,16.67755,4.588039123,2.421043948,1.1785,0.743037433,0.016487459,-23.44245,26.98825,0,44.3333,0,0.1453,0.37875,0.251248936,0.271317493,68.0893,0.754395978,2.567659721,3.2809,0.9691,0.17275,0,15.91735,0.04460211,0.319605309,0.754395978,113.2553235,2.874152859,2.874152859,0,-0.0318,-0.07385,-0.05075,-0.1215,0.19445,0.196,0,0,0,1.24615,3.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44925,-0.0347,0.1312,-0.05055,0.26325,0,-0.0429,147.083444
